id,sentiment,text,language_labels,clean_text,labels,rf_prediction
14321,neutral,@ JoGii _ PeerSaEEN Tum Kya jano Ladlay babuMeri bongyaan high level ki hotii haintum nahi smjho geapne ittuuu chot … https // t . co / sIc0WZsI8m,"['O', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention jogii peersaeen tum kya jano ladlay babumeri bongyaan high level ki hotii haintum nahi smjho geapne ittuuu chot t co sic0wzsi8m,1,neutral
14368,positive,@ shaheer _ s Shaba khair Superman sweet dreams Shaheer jiii 😘😘😘,"['O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'O']",mention shaheer s shaba khair superman sweet dreams shaheer jiii,2,neutral
14375,negative,@ Ranapmln33 Himat nhi zalalt he qk tax chor to tm log khud ho harsm khoro,"['O', 'Eng', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",mention ranapmln33 himat nhi zalalt he qk tax chor to tm log khud ho harsm khoro,0,neutral
14392,positive,@ MadhuriDixit Mam ji Good evening ji Mam ji aap ki jo yay pick hay us may kish _ kish ki tarif ki jay Ak thoo aap k … https // t . co / eceB1LD9eM,"['O', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention madhuridixit mam ji good evening ji mam ji aap ki jo yay pick hay us may kish kish ki tarif ki jay ak thoo aap k t co eceb1ld9em,2,neutral
14468,neutral,White Parents you going to be engage go tell your friends invite them . Brown Parents jab tak shadi na hojye k … https // t . co / XqMaoZHrG6,"['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",white parents you going to be engage go tell your friends invite them brown parents jab tak shadi na hojye k t co xqmaozhrg6,1,neutral
14504,positive,@ issapeanut @ kalina _ rose3 it ’ s ok pean . it ’ s alright buddy,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Eng']",mention issapeanut mention kalina rose3 it s ok pean it s alright buddy,2,neutral
14550,neutral,@ imVkohli @ RoyalFamily Kahi ye England walo ki niyat kohlinoor pe kharab to nhi hui ?????😊😊😋😉# justasking,"['O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng']",mention imvkohli mention royalfamily kahi ye england walo ki niyat kohlinoor pe kharab to nhi hui hashtag justasking,1,neutral
14628,neutral,@ Nimtrends Kehne matra se bench ko sthagit kar Diya gaya aur fir ek mediator ko introduce kar Diya ki ab sarvsah … https // t co / JedMzFM57T,"['O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",mention nimtrends kehne matra se bench ko sthagit kar diya gaya aur fir ek mediator ko introduce kar diya ki ab sarvsah t co jedmzfm57t,1,neutral
14629,positive,@ KarunaGopal1 @_ YogendraYadav Get well soon @_ YogendraYadav urff Salim 🌸🌼🙏 Avi toh Aur 5 saal apko ye San jhela hai 😝😂😜,"['O', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",mention karunagopal1 mention yogendrayadav get well soon mention yogendrayadav urff salim avi toh aur 5 saal apko ye san jhela hai,2,neutral
14731,positive,RT @ Baat _ Sunoo Perfect answer to my friends who said hum humesha ache dost rhein gay 😪 # miss _ the _ school _ friends 😓 https // t . co / CzslbXFoWt,"['Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'EMT', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Eng']",rt mention baat sunoo perfect answer to my friends who said hum humesha ache dost rhein gay hashtag miss the school friends t co czslbxfowt,2,neutral
14739,positive,RT @ JannatMirha @ CuppyCake954 @ Fizafat786 Subha Allah ❤️ MashaAllah 💕,"['Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'O', 'Hin', 'O']",rt mention jannatmirha mention cuppycake954 mention fizafat786 subha allah mashaallah,2,neutral
14752,positive,@ dr _ faroukou 😅🤣😅 Absolutely bro ! We watched Karan Arjun that year ! Wonderful experience with the blockbuster song “… https // t co / xW1oaH2dvi,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",mention dr faroukou absolutely bro we watched karan arjun that year wonderful experience with the blockbuster song t co xw1oah2dvi,2,positive
14773,neutral,RT @ VinayaKantRai2 @ IndiaToday @ ajitarticle . DESH KI SAMSYAYE MODI GIVT K LIYE CHALKENGE NAHI SAMASYAO K LIYE HAM LOG CHALLANGE H HSMAR …,"['Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']",rt mention vinayakantrai2 mention indiatoday mention ajitarticle desh ki samsyaye modi givt k liye chalkenge nahi samasyao k liye ham log challange h hsmar,1,neutral
14809,negative,@ KailashOnline Go back manirul Islam sir manirul Islam ko BJP me maat lijiye vote ke pehle yeh bahut Hindu ko mar … https // t co / kIMCCoNf5D,"['O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Hin']",mention kailashonline go back manirul islam sir manirul islam ko bjp me maat lijiye vote ke pehle yeh bahut hindu ko mar t co kimcconf5d,0,neutral
14868,neutral,@ musman109 Mai to pehle se hai manta hu jyada nahi 5-8% vote opposition ka udhar kiya hoga baaki logo ne modi ke na … https // t . co / pa7a28NiKg,"['O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention musman109 mai to pehle se hai manta hu jyada nahi 58 vote opposition ka udhar kiya hoga baaki logo ne modi ke na t co pa7a28nikg,1,neutral
14943,neutral,Apne phone se dusra phone factory reset kaise kare Android Secret Tric https // t co / 5znXnf6Shi via @ YouTube,"['Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",apne phone se dusra phone factory reset kaise kare android secret tric t co 5znxnf6shi via mention youtube,1,neutral
15214,positive,Brothers and sisters are very important for every1 There love never changes even if we change # love _ u _ bhaiya … https // t co / bCEbhTZBDO,"['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Hin']",brothers and sisters are very important for every1 there love never changes even if we change hashtag love u bhaiya t co bcebhtzbdo,2,positive
15322,positive,💗🎋धन धन सतगुरू तेरा ही आसर🎋💗 Good Morning @ Gurmeetramrahim Sohne Rabb Jii 🙇‍♂🙇‍♂ ✨🦋रहमत बनाए रखना अपने बच्चों पर🦋✨… https // t co / OcP4WiCuRm,"['O', 'O', 'O', 'O', 'O', 'O', 'Eng', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",धन धन सतग र त र ह आसर good morning mention gurmeetramrahim sohne rabb jii रहमत बन ए रखन अपन बच च पर t co ocp4wicurm,2,positive
15354,positive,@ PMOIndia Sir Hardik subhkamnaye aapko Aapki sudh soch Desh ke logo ka Dil Jeet liya HAR BAAR MODI SARKAR JHA … https // t . co / XJbyA5Wwo3,"['O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention pmoindia sir hardik subhkamnaye aapko aapki sudh soch desh ke logo ka dil jeet liya har baar modi sarkar jha t co xjbya5wwo3,2,positive
15384,negative,@ Optimistic _ 5oul Bilkul aik tou khud ki tention or ooper se hostel wale baqi snakes ajeeb depressor marte rehte 😶😂,"['O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",mention optimistic 5oul bilkul aik tou khud ki tention or ooper se hostel wale baqi snakes ajeeb depressor marte rehte,0,neutral
15415,positive,I WISH VERY EXTREMELY HAPPY AND # BLESSED # RAMADAN OR # RAMJAAN MONTH TO YOU THE WOW AND HOW POWERFUL CELEBRITY KATRI … https // t co / zgpEvwtcET,"['Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",i wish very extremely happy and hashtag blessed hashtag ramadan or hashtag ramjaan month to you the wow and how powerful celebrity katri t co zgpevwtcet,2,positive
15446,negative,@ girija _ sah @ ZeeNewsHindi @ khemubaba _ uvach Ho apni poti ke sath sex krta that ... wo mhanayk nhi ... smjhe .. aapko Jo p … https // t . co / nolUw8jlOq,"['O', 'Hin', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention girija sah mention zeenewshindi mention khemubaba uvach ho apni poti ke sath sex krta that wo mhanayk nhi smjhe aapko jo p t co noluw8jloq,0,neutral
15537,negative,“ Due to high prices “ bhadwe sabse sasta public transport hai Teri maa ki https // t . co / sSGWBwfC8p,"['O', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",due to high prices bhadwe sabse sasta public transport hai teri maa ki t co ssgwbwfc8p,0,negative
15580,negative,@ BizAsia @ patialababesony How can YHM ever be as no 1Thats a lie Anyone with a brain knows that Fake news No One Patiala Babes,"['O', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin']",mention bizasia mention patialababesony how can yhm ever be as no 1thats a lie anyone with a brain knows that fake news no one patiala babes,0,neutral
15582,neutral,RT @ RomaMatto @ shehryar _ taseer @ SalmaanTaseer Happy birthday to your Shaheed Baba Who spread the message of humanity Being a great human …,"['Eng', 'O', 'Hin', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']",rt mention romamatto mention shehryar taseer mention salmaantaseer happy birthday to your shaheed baba who spread the message of humanity being a great human,1,positive
15669,negative,Pakistan # ShameonYouSarfrazEleven tumse ni hoga beta wapis aa jao pakistan ko wese hee badnaam kr rhy ho https // t . co / ij0I93oXPN,"['Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",pakistan hashtag shameonyousarfrazeleven tumse ni hoga beta wapis aa jao pakistan ko wese hee badnaam kr rhy ho t co ij0i93oxpn,0,neutral
15689,negative,@ Ashutos56459219 @ spinna15 @ Saj _ PakPassion Or ye jo bakwas galiyan tujhe tere jahil Maa or babu ne sikhayi he us ko … https // t co / oeZOwcgdKC,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Eng']",mention ashutos56459219 mention spinna15 mention saj pakpassion or ye jo bakwas galiyan tujhe tere jahil maa or babu ne sikhayi he us ko t co oezowcgdkc,0,neutral
15698,positive,RT @ taeyongaresx ꕊ 𝐂𝐡𝐚𝐩𝐭𝐞𝐫 𝟔 / 𝟏𝟐 #𝐉𝐮𝐧𝐞𝐖𝐢𝐬𝐡 ꕊ You are the best thing that ever happened to me ♥︎ ผ่านไปแล้วครึ่งปี ขอบคุณทุกคนที่อยู่กับผ…,"['Eng', 'O', 'Hin', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'O', 'O']",rt mention taeyongaresx ꕊ 𝐂𝐡𝐚𝐩𝐭𝐞𝐫 𝟔 𝟏𝟐 hashtag𝐉𝐮𝐧𝐞𝐖𝐢𝐬𝐡 ꕊ you are the best thing that ever happened to me ผ านไปแล วคร งป ขอบค ณท กคนท อย ก บผ,2,positive
15699,negative,@ Sarfuuuu _ 😁 kuty ki dum ki tarha tharki logo ki koi b age ho wo thark pan ni chord skty kai log tu larki ko ghr k a … https // t . co / ukeICO7Q39,"['O', 'Hin', 'O', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention sarfuuuu kuty ki dum ki tarha tharki logo ki koi b age ho wo thark pan ni chord skty kai log tu larki ko ghr k a t co ukeico7q39,0,neutral
15774,negative,@ Shehzad _ Genius @ UN @ UNHumanRights @ UNGeneva @ hrw @ HRC @ OIC _ OCI Picture tmhri b nashaiun wali he . Kuch kr nhi sakt … https // t . co / QSVIqZysV6,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention shehzad genius mention un mention unhumanrights mention ungeneva mention hrw mention hrc mention oic oci picture tmhri b nashaiun wali he kuch kr nhi sakt t co qsviqzysv6,0,neutral
15777,neutral,Guide Musalman tha aur isne 5 Hindu Bhaiyon ki jaan bachane ka nek Kam Kiya . Bhakt ise Kya kahenge जम्मू-कश्मीर… https // t . co / BaSa8LYZlB,"['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin']",guide musalman tha aur isne 5 hindu bhaiyon ki jaan bachane ka nek kam kiya bhakt ise kya kahenge जम म कश म र t co basa8lyzlb,1,neutral
15797,neutral,RT @ MADANIinfo Tamam Aashiqan e Rasool ko # Jumma # Mubarak ho https // t co / OuK1sollQB,"['Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",rt mention madaniinfo tamam aashiqan e rasool ko hashtag jumma hashtag mubarak ho t co ouk1sollqb,1,positive
15816,neutral,@ DrSanjayKumarT5 @ DrRizwanAhmed1 Mukhya dhara ka matlab ye nahi ki muslim jyotish shatragaupurani mythology me vi … https // t . co / j2vA5NZCiO,"['O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention drsanjaykumart5 mention drrizwanahmed1 mukhya dhara ka matlab ye nahi ki muslim jyotish shatragaupurani mythology me vi t co j2va5nzcio,1,neutral
15882,positive,RT @ narendramodi Prayed at the Kedarnath Temple . Har Har Mahadev ! https // t . co / ox7LMCZmfi,"['Hin', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",rt mention narendramodi prayed at the kedarnath temple har har mahadev t co ox7lmczmfi,2,neutral
15974,negative,@ Javedakhtarjadu aapko bharat ratna ki tamanna thi samaj sakte he bjp ki sarkar banne k bad puri nahi ho pai Dard t … https // t . co / P5H8wDLj58,"['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention javedakhtarjadu aapko bharat ratna ki tamanna thi samaj sakte he bjp ki sarkar banne k bad puri nahi ho pai dard t t co p5h8wdlj58,0,neutral
15992,positive,@ OfficeOfRKSingh @ URJA _ India @ RajKSinghIndia My heartiest Congratulations Sir . India deserve the best so you are . Have A nice time sir . 👏🙏,"['O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'O']",mention officeofrksingh mention urja india mention rajksinghindia my heartiest congratulations sir india deserve the best so you are have a nice time sir,2,positive
16013,positive,@ Adam _ woods1 @ Humey _ 7 Humetta i love your style of football 😘😘😘,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'O', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'O']",mention adam woods1 mention humey 7 humetta i love your style of football,2,neutral
16068,negative,Pehly tery nana ne contry ko torra tha pakistan se gaddari ki ye b mara gea wo b mara gea teri mata b bohat sind ca … https // t co / XgZiPhqbUx,"['Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",pehly tery nana ne contry ko torra tha pakistan se gaddari ki ye b mara gea wo b mara gea teri mata b bohat sind ca t co xgziphqbux,0,negative
16089,neutral,@ narendramodi @ AmitShah @ BJP4India @ PMOIndia Prachand Jeet ki Hardik Subhkamnaye . Pls rserv 1 Lane for Ambulance ov … https // t . co / 02rJUfaOLt,"['O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention narendramodi mention amitshah mention bjp4india mention pmoindia prachand jeet ki hardik subhkamnaye pls rserv 1 lane for ambulance ov t co 02rjufaolt,1,positive
16090,negative,@ MamataOfficial What is wrong with you . Ye Bhaskar kya khabre chhap rhe,"['O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",mention mamataofficial what is wrong with you ye bhaskar kya khabre chhap rhe,0,neutral
16129,neutral,Ye bas Hussain ( a . s ) ki ata Ye bas Hussain ( a . s ) ka jigar Jo keh diya wo mutabir jo de diya tou sara ghar .,"['Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",ye bas hussain a s ki ata ye bas hussain a s ka jigar jo keh diya wo mutabir jo de diya tou sara ghar,1,neutral
16142,positive,Thanks Vidyaji mujhe itna special feel karwane ke liye Kash pados ki auntiyaan bhi aisa sochti Dhun Badal Ke Toh … https // t co / Oddhw7zq4z,"['Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",thanks vidyaji mujhe itna special feel karwane ke liye kash pados ki auntiyaan bhi aisa sochti dhun badal ke toh t co oddhw7zq4z,2,neutral
16184,negative,RT @ DSiddananja Such a disappointing day for pro-Kannada / Karnataka representation in Loka Sabhe . We have elected puppets of high command a …,"['Eng', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']",rt mention dsiddananja such a disappointing day for prokannada karnataka representation in loka sabhe we have elected puppets of high command a,0,positive
16211,neutral,@ btstrash2698 ' Philosopher who raps ' OMG so apt !! I'm so happy to be a June born kya batau !! # HappyNamJune,"['O', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'O', 'Hin']",mention btstrash2698 philosopher who raps omg so apt im so happy to be a june born kya batau hashtag happynamjune,1,neutral
16231,neutral,@ jayantsinha @ narendramodi @ AmitShah @ BJP4India @ BJP4Jharkhand @ Ramlal @ mangalpandeybjp @ aniljaindr @ sureshpprabhu … https // t . co / 65bX7JOzsY,"['O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention jayantsinha mention narendramodi mention amitshah mention bjp4india mention bjp4jharkhand mention ramlal mention mangalpandeybjp mention aniljaindr mention sureshpprabhu t co 65bx7jozsy,1,neutral
16241,neutral,RT @ MAsifAziz061 #لیلۃ_القد Insaan ki koshish sirf halaal or haram ko janna hone chahiye kio rizq dene ka berra to khud ALLAH ne uthaya hu …,"['Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",rt mention masifaziz061 hashtagلیلۃالقد insaan ki koshish sirf halaal or haram ko janna hone chahiye kio rizq dene ka berra to khud allah ne uthaya hu,1,neutral
16243,negative,@ MaleehaHashmey @ Xadeejournalist Shame on you zaidi . Bara sensible journalist khud ko portray krta tha .. tu b ' LAFAFI ' nikla,"['O', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Hin']",mention maleehahashmey mention xadeejournalist shame on you zaidi bara sensible journalist khud ko portray krta tha tu b lafafi nikla,0,neutral
16247,positive,RT @ saintmirrenfc Congratulations and all the best to our captain Stephen McGinn who gets married to his fianc é e Ashley today . All at th …,"['Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'O']",rt mention saintmirrenfc congratulations and all the best to our captain stephen mcginn who gets married to his fianc é e ashley today all at th,2,positive
